Date: Week,Product,Product → Target DPCI,Product → Muffin Product Line,Sales Dollars,Sales Units,Stores Scanning,PODs Scanning,Promo Sales Dollars,Promo Sales Units
"Sep 15, 2025 - Sep 21, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$38648.00 ,7889,1653,1653,$7149.00 ,1744
"Sep 15, 2025 - Sep 21, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$8808.00 ,1670,700,700,$5216.00 ,1066
"Sep 15, 2025 - Sep 21, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$21798.00 ,2808,1021,1021,$21817.00 ,2808
"Sep 15, 2025 - Sep 21, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$22772.00 ,4082,1367,1367,$8307.00 ,1681
"Sep 15, 2025 - Sep 21, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$3483.00 ,1084,207,207,$292.00 ,101
"Sep 15, 2025 - Sep 21, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$7829.00 ,1489,670,670,$4744.00 ,969
"Sep 15, 2025 - Sep 21, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$5633.00 ,1752,369,369,$397.00 ,136
"Sep 15, 2025 - Sep 21, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$6450.00 ,545,262,262,$535.00 ,50
"Sep 15, 2025 - Sep 21, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$5458.00 ,1688,447,447,$436.00 ,143
"Sep 15, 2025 - Sep 21, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$20907.00 ,1794,890,890,$1462.00 ,139
"Sep 15, 2025 - Sep 21, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$14208.00 ,1829,855,855,$14209.00 ,1829
"Sep 15, 2025 - Sep 21, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$3400.00 ,1067,232,232,$278.00 ,96
"Sep 15, 2025 - Sep 21, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$4804.00 ,1500,460,460,$422.00 ,139
"Sep 22, 2025 - Sep 28, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$7.00 ,2,1,1,$0.00 ,0
"Sep 22, 2025 - Sep 28, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$23113.00 ,2042,979,979,$7351.00 ,701
"Sep 22, 2025 - Sep 28, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$20862.00 ,3972,1273,1273,$14464.00 ,2923
"Sep 22, 2025 - Sep 28, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$44703.00 ,10401,1707,1707,$31374.00 ,7805
"Sep 22, 2025 - Sep 28, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$13101.00 ,4139,1060,1060,$3662.00 ,1230
"Sep 22, 2025 - Sep 28, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$7051.00 ,610,279,279,$2251.00 ,210
"Sep 22, 2025 - Sep 28, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$29628.00 ,5590,1402,1402,$19482.00 ,3922
"Sep 22, 2025 - Sep 28, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$25365.00 ,3208,1091,1091,$24740.00 ,3138
"Sep 22, 2025 - Sep 28, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$21354.00 ,3977,1263,1263,$13419.00 ,2673
"Sep 22, 2025 - Sep 28, 2025",Green Dream,211-34-0232,Smoothie Pouches,$10503.00 ,3325,977,977,$2998.00 ,1006
"Sep 22, 2025 - Sep 28, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$4731.00 ,421,172,172,$1230.00 ,119
"Sep 22, 2025 - Sep 28, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$49121.00 ,11500,1709,1709,$35718.00 ,8899
"Sep 22, 2025 - Sep 28, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$10874.00 ,2083,838,838,$7373.00 ,1494
"Sep 22, 2025 - Sep 28, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$38681.00 ,4877,1367,1367,$37761.00 ,4784
"Sep 22, 2025 - Sep 28, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$25696.00 ,4705,1455,1455,$12493.00 ,2522
"Sep 22, 2025 - Sep 28, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$4279.00 ,1356,221,221,$1267.00 ,429
"Sep 22, 2025 - Sep 28, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$10217.00 ,1971,856,856,$7132.00 ,1454
"Sep 22, 2025 - Sep 28, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$15456.00 ,4869,1095,1095,$4150.00 ,1395
"Sep 22, 2025 - Sep 28, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$15290.00 ,1296,655,655,$5104.00 ,465
"Sep 22, 2025 - Sep 28, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$6864.00 ,2536,467,467,$778.00 ,260
"Sep 22, 2025 - Sep 28, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$26591.00 ,2341,1058,1058,$8529.00 ,809
"Sep 22, 2025 - Sep 28, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$24413.00 ,3075,1198,1198,$23886.00 ,3023
"Sep 22, 2025 - Sep 28, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$4673.00 ,1475,363,363,$1278.00 ,430
"Sep 22, 2025 - Sep 28, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$6564.00 ,2394,512,512,$858.00 ,287
"Sep 29, 2025 - Oct 5, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$34338.00 ,3220,1236,1236,$30014.00 ,2847
"Sep 29, 2025 - Oct 5, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$27395.00 ,5179,1449,1449,$23155.00 ,4491
"Sep 29, 2025 - Oct 5, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$50300.00 ,11365,1721,1721,$42672.00 ,9920
"Sep 29, 2025 - Oct 5, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$23918.00 ,7925,1383,1383,$19466.00 ,6594
"Sep 29, 2025 - Oct 5, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$11178.00 ,1021,393,393,$9665.00 ,893
"Sep 29, 2025 - Oct 5, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$43463.00 ,8179,1607,1607,$37589.00 ,7229
"Sep 29, 2025 - Oct 5, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$46521.00 ,5222,1295,1295,$40141.00 ,4574
"Sep 29, 2025 - Oct 5, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$38628.00 ,7309,1539,1539,$33883.00 ,6537
"Sep 29, 2025 - Oct 5, 2025",Green Dream,211-34-0232,Smoothie Pouches,$19764.00 ,6558,1359,1359,$16427.00 ,5550
"Sep 29, 2025 - Oct 5, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$5890.00 ,561,203,203,$5071.00 ,489
"Sep 29, 2025 - Oct 5, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$58340.00 ,13181,1727,1727,$49894.00 ,11576
"Sep 29, 2025 - Oct 5, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$13011.00 ,2531,941,941,$11259.00 ,2238
"Sep 29, 2025 - Oct 5, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$66496.00 ,7440,1523,1523,$57130.00 ,6500
"Sep 29, 2025 - Oct 5, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$28112.00 ,5355,1559,1559,$23151.00 ,4546
"Sep 29, 2025 - Oct 5, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$4739.00 ,1594,226,226,$4075.00 ,1389
"Sep 29, 2025 - Oct 5, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$13819.00 ,2680,963,963,$11810.00 ,2344
"Sep 29, 2025 - Oct 5, 2025",Strawberry Banana Shake,211-34-0230,Smoothie Pouches,$25833.00 ,8541,1403,1403,$20769.00 ,7027
"Sep 29, 2025 - Oct 5, 2025",Strawberry Banana Shake–4 count,211-34-0238,Smoothie Pouches,$29485.00 ,2612,1057,1057,$24844.00 ,2243
"Sep 29, 2025 - Oct 5, 2025",Strawberry Bananza YoGos,284-10-1821,Smoothie Pouches,$6750.00 ,2547,519,519,$2924.00 ,982
"Sep 29, 2025 - Oct 5, 2025",Strawberry Bananza YoGos–4 count,284-10-4983,Smoothie Pouches,$40409.00 ,3781,1295,1295,$35139.00 ,3335
"Sep 29, 2025 - Oct 5, 2025",Super Chicken Dippers,270-02-0128,Kids Meals,$53103.00 ,5916,1504,1504,$45402.00 ,5153
"Sep 29, 2025 - Oct 5, 2025",Tropical Avocado Greens,211-34-0237,Smoothie Pouches,$6858.00 ,2285,450,450,$5858.00 ,1984
"Sep 29, 2025 - Oct 5, 2025",Tropical Mango Twist YoGos,284-10-0310,Smoothie Pouches,$6959.00 ,2581,538,538,$3570.00 ,1191
"Oct 6, 2025 - Oct 12, 2025",Apple Berry Blast YoGos,284-10-4013,Smoothie Pouches,$12.77 ,4,3,3,$5.79 ,2
"Oct 6, 2025 - Oct 12, 2025",Apple Berry Blast YoGos–4 count,284-10-8661,Smoothie Pouches,$35336.93 ,3633,1289,1289,$31833.36 ,3334
"Oct 6, 2025 - Oct 12, 2025",Apple Pie Oat Bakes,071-20-0967,Kids Lunchbox,$32760.22 ,6606,1548,1548,$27470.86 ,5733
"Oct 6, 2025 - Oct 12, 2025",Banana Pitaya Rings,007-10-0291,Toddler Snack,$51000.00 ,12304,1730,1730,$42425.98 ,10650
"Oct 6, 2025 - Oct 12, 2025",Berry Banana Blast,211-34-0231,Smoothie Pouches,$28783.27 ,10141,1474,1474,$23938.00 ,8714
"Oct 6, 2025 - Oct 12, 2025",Berry Banana Blast–4 count,211-34-0239,Smoothie Pouches,$12077.86 ,1217,440,440,$10688.90 ,1098
"Oct 6, 2025 - Oct 12, 2025",Blueberry Muffin Oat Bakes,071-20-0966,Kids Lunchbox,$49875.89 ,10055,1657,1657,$42178.52 ,8788
"Oct 6, 2025 - Oct 12, 2025",Chicken Veggie Sliders,270-02-8577,Kids Meals,$42171.98 ,5199,1311,1311,$26952.15 ,3645
"Oct 6, 2025 - Oct 12, 2025",Chocolate Chip Oat Bakes,071-20-0965,Kids Lunchbox,$46725.15 ,9432,1632,1632,$38872.89 ,8132
"Oct 6, 2025 - Oct 12, 2025",Green Dream,211-34-0232,Smoothie Pouches,$24565.47 ,8651,1471,1471,$20643.53 ,7496
"Oct 6, 2025 - Oct 12, 2025",Green Dream–4 count,211-34-0240,Smoothie Pouches,$4868.58 ,518,196,196,$4484.04 ,484
"Oct 6, 2025 - Oct 12, 2025",Kale Apple Curls,007-10-2035,Toddler Snack,$59142.34 ,14323,1721,1721,$50015.27 ,12562
"Oct 6, 2025 - Oct 12, 2025",Mac + Cheesy Veggie Loops,071-06-0658,BFY Snacks,$13572.14 ,2779,984,984,$11133.29 ,2366
"Oct 6, 2025 - Oct 12, 2025",Mini Turkey Kale Meatballs,270-02-2902,Kids Meals,$60971.58 ,7387,1534,1534,$35689.06 ,4805
"Oct 6, 2025 - Oct 12, 2025",Organic Oatmeal Baby Cereal,007-10-9801,Baby Cereal,$28226.08 ,5757,1576,1576,$22005.96 ,4706
"Oct 6, 2025 - Oct 12, 2025",Pineapple Guava Punch,211-34-0236,Smoothie Pouches,$4552.97 ,1614,226,226,$3807.74 ,1383
"Oct 6, 2025 - Oct 12, 2025",Pizzalicious Veggie Loops,071-06-0659,BFY Snacks,$14141.39 ,2907,992,992,$11917.26 ,2531
